drug1_name,drug2_name,smiles1,smiles2,interaction_type,severity
Apixaban,Ibuprofen,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Apixaban may increase the anticoagulant activities of Ibuprofen.,dangerous
Thiothixene,Primidone,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,The risk or severity of adverse effects can be increased when Thiothixene is com,dangerous
Pentamidine,Norfloxacin,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Pentamidine may increase the QTc-prolonging activities of Norfloxacin.,dangerous
Norethisterone,Canagliflozin,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,The therapeutic efficacy of Canagliflozin can be decreased when used in combinat,mild
Piroxicam,Estrone sulfate,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,The risk or severity of adverse effects can be increased when Piroxicam is combi,dangerous
Ergometrine,Ramipril,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,The serum concentration of Ramipril can be increased when it is combined with Er,dangerous
Ticlopidine,Fluconazole,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,The metabolism of Fluconazole can be decreased when combined with Ticlopidine.,moderate
Torasemide,Tolazamide,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,The therapeutic efficacy of Tolazamide can be decreased when used in combination,mild
Nitrous acid,Olmesartan,N(=O)O,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,The risk or severity of adverse effects can be increased when Nitrous acid is co,dangerous
Silodosin,Terbutaline,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,Silodosin may decrease the vasoconstricting activities of Terbutaline.,mild
Triflupromazine,Quinagolide,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,The therapeutic efficacy of Quinagolide can be decreased when used in combinatio,mild
Chlordiazepoxide,Clemastine,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,The metabolism of Clemastine can be decreased when combined with Chlordiazepoxid,moderate
Fenbufen,Torasemide,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Fenbufen may decrease the diuretic activities of Torasemide.,mild
Ropinirole,Darunavir,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,The metabolism of Darunavir can be decreased when combined with Ropinirole.,moderate
Mefenamic acid,Misoprostol,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,The therapeutic efficacy of Misoprostol can be decreased when used in combinatio,mild
Celiprolol,Aceclofenac,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,Celiprolol may decrease the antihypertensive activities of Aceclofenac.,mild
Methohexital,Drospirenone,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,The therapeutic efficacy of Drospirenone can be decreased when used in combinati,mild
Tiaprofenic acid,Gemeprost,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O,The therapeutic efficacy of Gemeprost can be decreased when used in combination ,mild
Lurasidone,Glimepiride,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,The therapeutic efficacy of Glimepiride can be decreased when used in combinatio,mild
Minaprine,Methotrimeprazine,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,The metabolism of Methotrimeprazine can be decreased when combined with Minaprin,moderate
Fosphenytoin,Duloxetine,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,The risk or severity of adverse effects can be increased when Fosphenytoin is co,dangerous
Valsartan,Floxuridine,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,The metabolism of Floxuridine can be decreased when combined with Valsartan.,moderate
Hydroxyamphetamine,Haloperidol,CC(CC1=CC=C(C=C1)O)N,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,Hydroxyamphetamine may decrease the stimulatory activities of Haloperidol.,mild
Apremilast,Cobicistat,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,The metabolism of Cobicistat can be decreased when combined with Apremilast.,moderate
Tipiracil,Norgestimate,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,The therapeutic efficacy of Norgestimate can be decreased when used in combinati,mild
Paramethadione,Fluvoxamine,CCC1(C(=O)N(C(=O)O1)C)C,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,The metabolism of Fluvoxamine can be decreased when combined with Paramethadione,moderate
Toremifene,Clotrimazole,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,The metabolism of Clotrimazole can be decreased when combined with Toremifene.,moderate
Pomalidomide,Duloxetine,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,The risk or severity of adverse effects can be increased when Pomalidomide is co,dangerous
Quinethazone,Voglibose,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,The therapeutic efficacy of Voglibose can be decreased when used in combination ,mild
Prednisone,Ticlopidine,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,The metabolism of Ticlopidine can be decreased when combined with Prednisone.,moderate
Demeclocycline,Pivmecillinam,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,The therapeutic efficacy of Pivmecillinam can be decreased when used in combinat,mild
Phentermine,Levocabastine,CC(C)(CC1=CC=CC=C1)N,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,Phentermine may decrease the sedative activities of Levocabastine.,mild
Indacaterol,Ranolazine,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,The serum concentration of Ranolazine can be increased when it is combined with ,dangerous
Oxazepam,Atazanavir,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,The metabolism of Atazanavir can be decreased when combined with Oxazepam.,moderate
Diazoxide,Glimepiride,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,The therapeutic efficacy of Glimepiride can be decreased when used in combinatio,mild
Cyproterone acetate,Miglustat,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,CCCCN1CC(C(C(C1CO)O)O)O,The therapeutic efficacy of Miglustat can be decreased when used in combination ,mild
Cabergoline,Fluspirilene,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,The risk or severity of adverse effects can be increased when Cabergoline is com,dangerous
Tizanidine,Esmolol,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,Tizanidine may increase the atrioventricular blocking (AV block) activities of E,dangerous
Dihydroergotamine,Oxymetholone,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,The risk or severity of adverse effects can be increased when Dihydroergotamine ,dangerous
Medroxyprogesterone acetate,Fondaparinux,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,COC1C(C(C(C(O1)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O,The therapeutic efficacy of Fondaparinux can be decreased when used in combinati,mild
Difluocortolone,Estradiol,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C)F,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,The serum concentration of Estradiol can be increased when it is combined with D,dangerous
Amphetamine,Meclizine,CC(CC1=CC=CC=C1)N,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Amphetamine may decrease the sedative activities of Meclizine.,mild
Histrelin,Pioglitazone,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,The therapeutic efficacy of Pioglitazone can be decreased when used in combinati,mild
Buprenorphine,Cyclothiazide,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,The risk or severity of adverse effects can be increased when Buprenorphine is c,dangerous
Metamfetamine,Doxylamine,CC(CC1=CC=CC=C1)NC,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,Metamfetamine may decrease the sedative activities of Doxylamine.,mild
Donepezil,Trihexyphenidyl,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,The therapeutic efficacy of Trihexyphenidyl can be decreased when used in combin,mild
Practolol,Pirfenidone,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Practolol may decrease the antihypertensive activities of Pirfenidone.,mild
Metoclopramide,Nitrous acid,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,N(=O)O,The risk or severity of adverse effects can be increased when Metoclopramide is ,dangerous
Cilnidipine,Risperidone,CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Cilnidipine may increase the hypotensive activities of Risperidone.,dangerous
Propofol,Paroxetine,CC(C)C1=C(C(=CC=C1)C(C)C)O,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,The metabolism of Paroxetine can be decreased when combined with Propofol.,moderate
Alclofenac,Metolazone,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,The therapeutic efficacy of Metolazone can be decreased when used in combination,mild
Rufinamide,Ethinylestradiol,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,The serum concentration of Ethinylestradiol can be decreased when it is combined,moderate
Acemetacin,Travoprost,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,The therapeutic efficacy of Travoprost can be decreased when used in combination,mild
Vinblastine,Imipramine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Imipramine can be decreased when combined with Vinblastine.,moderate
Levofloxacin,Maprotiline,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,Levofloxacin may increase the QTc-prolonging activities of Maprotiline.,dangerous
Mifepristone,Fluocinolone acetonide,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,The therapeutic efficacy of Fluocinolone acetonide can be decreased when used in,mild
Trazodone,Procarbazine,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,The risk or severity of adverse effects can be increased when Trazodone is combi,dangerous
Mycophenolic acid,Clobetasone,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C,The risk or severity of adverse effects can be increased when Mycophenolic acid ,dangerous
Dicoumarol,Ditazole,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,C1=CC=C(C=C1)C2=C(OC(=N2)N(CCO)CCO)C3=CC=CC=C3,Dicoumarol may increase the anticoagulant activities of Ditazole.,dangerous
Calcium carbonate,Diflorasone,C(=O)([O-])[O-].[Ca+2],CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,The bioavailability of Diflorasone can be decreased when combined with Calcium c,moderate
Diethylpropion,Mirtazapine,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,Diethylpropion may decrease the sedative activities of Mirtazapine.,mild
Physostigmine,Pipecuronium,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,CC(=O)OC1CC2CCC3C(C2(CC1N4CC[N+](CC4)(C)C)C)CCC5(C3CC(C5OC(=O)C)N6CC[N+](CC6)(C)C)C,The therapeutic efficacy of Pipecuronium can be decreased when used in combinati,mild
Ergocalciferol,Saquinavir,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,The metabolism of Saquinavir can be decreased when combined with Ergocalciferol.,moderate
Epinastine,Chloroquine,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,The metabolism of Chloroquine can be decreased when combined with Epinastine.,moderate
Gadobenic acid,Chlorpromazine,[H+].[H+].C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Gadobenic acid may increase the QTc-prolonging activities of Chlorpromazine.,dangerous
Hydroxyamphetamine,Dexbrompheniramine,CC(CC1=CC=C(C=C1)O)N,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,Hydroxyamphetamine may decrease the sedative activities of Dexbrompheniramine.,mild
Isoflurophate,Benzatropine,CC(C)OP(=O)(OC(C)C)F,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,The therapeutic efficacy of Benzatropine can be decreased when used in combinati,mild
Indinavir,Itraconazole,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,The serum concentration of Itraconazole can be increased when it is combined wit,dangerous
Bumetanide,Idarubicin,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,The risk or severity of adverse effects can be increased when Bumetanide is comb,dangerous
Sodium bicarbonate,Clocortolone,C(=O)(O)[O-].[Na+],CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F,The bioavailability of Clocortolone can be decreased when combined with Sodium b,moderate
Warfarin,Ethinylestradiol,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,Warfarin may decrease the anticoagulant activities of Ethinylestradiol.,mild
Mirabegron,Imipramine,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Imipramine can be decreased when combined with Mirabegron.,moderate
Desoximetasone,Galantamine,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,The risk or severity of adverse effects can be increased when Desoximetasone is ,dangerous
Escitalopram,Melperone,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,The risk or severity of adverse effects can be increased when Escitalopram is co,dangerous
Galantamine,Profenamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,The therapeutic efficacy of Profenamine can be decreased when used in combinatio,mild
Sotalol,Salicylamide,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,C1=CC=C(C(=C1)C(=O)N)O,Sotalol may decrease the antihypertensive activities of Salicylamide.,mild
Ixabepilone,Clotrimazole,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,The metabolism of Clotrimazole can be decreased when combined with Ixabepilone.,moderate
Risperidone,Cetirizine,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,The risk or severity of adverse effects can be increased when Risperidone is com,dangerous
Sertraline,Itraconazole,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,The metabolism of Itraconazole can be decreased when combined with Sertraline.,moderate
Primaquine,Midostaurin,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,The metabolism of Midostaurin can be decreased when combined with Primaquine.,moderate
Amiodarone,Fusidic acid,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,The serum concentration of Fusidic acid can be increased when it is combined wit,dangerous
Dabrafenib,Saxagliptin,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,The serum concentration of Saxagliptin can be decreased when it is combined with,moderate
Oxycodone,Flunitrazepam,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,The risk or severity of adverse effects can be increased when Oxycodone is combi,dangerous
Diazepam,Perampanel,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,Diazepam may increase the central nervous system depressant (CNS depressant) act,dangerous
Calcium citrate,Barnidipine,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,The therapeutic efficacy of Barnidipine can be decreased when used in combinatio,mild
Pirfenidone,Ciprofloxacin,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,The serum concentration of Ciprofloxacin can be increased when it is combined wi,dangerous
Procarbazine,Phenoxybenzamine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,Procarbazine may increase the hypotensive activities of Phenoxybenzamine.,dangerous
Orciprenaline,Acemetacin,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,The therapeutic efficacy of Acemetacin can be decreased when used in combination,mild
Desflurane,Olopatadine,C(C(F)(F)F)(OC(F)F)F,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,The risk or severity of adverse effects can be increased when Desflurane is comb,dangerous
Deferasirox,Cariprazine,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,The serum concentration of Cariprazine can be decreased when it is combined with,moderate
Sacubitril,Suprofen,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,The risk or severity of adverse effects can be increased when Sacubitril is comb,dangerous
Levobunolol,Ketorolac,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,Levobunolol may decrease the antihypertensive activities of Ketorolac.,mild
Atenolol,Aminophylline,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,Atenolol may decrease the bronchodilatory activities of Aminophylline.,mild
Esmolol,Ketorolac,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,Esmolol may decrease the antihypertensive activities of Ketorolac.,mild
Amobarbital,Oxetacaine,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,The risk or severity of adverse effects can be increased when Amobarbital is com,dangerous
